MMSI,shipType,shipTypeSpecific
273314430,Cargo,General Cargo
273314480,Cargo,General Cargo
273314540,Cargo,General Cargo
273314800,Cargo,General Cargo
273314900,Cargo,General Cargo
273315040,Tug,Tug
273315050,Tanker,Oil Products Tanker
273315200,Cargo,General Cargo
273315430,Cargo,General Cargo
273315460,Cargo,General Cargo
273315720,Cargo,General Cargo
273316700,Cargo,General Cargo
273316730,Cargo,General Cargo
273317010,Cargo,General Cargo
273317430,Cargo,General Cargo
273317720,Cargo,General Cargo
273317910,Tanker,Bunkering Tanker
273318010,Cargo,General Cargo
273318520,Tanker,Oil/Chemical Tanker
273319100,Cargo,General Cargo
273320600,Cargo,General Cargo
273322000,Cargo,General Cargo
273322210,Tanker,Oil/Chemical Tanker
273322500,Cargo,General Cargo
273324070,Tanker,Oil Products Tanker
273325230,Tug,Tug
273325400,Cargo,General Cargo
273327420,Tanker,Oil/Chemical Tanker
273328100,Cargo,General Cargo
273328500,Cargo,General Cargo
273328880,Tug,Pusher Tug
273329070,Tanker,Oil Products Tanker
273329300,Cargo,General Cargo
273329500,Cargo,General Cargo
273330010,Tug,Tug
273330080,Cargo,General Cargo
273330220,Cargo,General Cargo
273330700,Cargo,General Cargo
273330970,Cargo,General Cargo
273331320,Cargo,General Cargo
273331440,Tanker,Oil Products Tanker
273331580,Tanker,Oil Products Tanker
273331700,Cargo,General Cargo
273331900,Cargo,General Cargo
273331970,Cargo,General Cargo
273332020,Cargo,General Cargo
273332110,Other,Crane Ship
273332220,Cargo,General Cargo
273332300,Cargo,General Cargo
273332380,Cargo,General Cargo
273332410,Cargo,General Cargo
273332530,Tanker,Oil/Chemical Tanker
273332580,Tanker,Oil Products Tanker
273332670,Cargo,General Cargo
273332800,Cargo,General Cargo
273333500,Cargo,General Cargo
273333560,Cargo,General Cargo
273333570,Tanker,Oil Products Tanker
273333670,Tanker - Hazard D (Recognizable),Oil Products Tanker
273333880,Cargo,General Cargo
273334100,Cargo,General Cargo
273334200,Cargo,General Cargo
273334410,Cargo,General Cargo
273334560,Cargo,General Cargo
273334800,Cargo,General Cargo
273334900,Cargo,General Cargo
273335314,Cargo,General Cargo
273335500,Cargo,General Cargo
273335510,Cargo,General Cargo
273335930,Tug,Tug
273336400,Cargo,General Cargo
273336610,Tanker,Oil Products Tanker
273336670,Cargo,General Cargo
273336790,Cargo,General Cargo
273336920,Tanker,Oil/Chemical Tanker
273337080,Tanker,Oil Products Tanker
273337300,Cargo,General Cargo
273337920,Tanker,Oil/Chemical Tanker
273338220,Cargo,General Cargo
273338300,Cargo,General Cargo
273338500,Cargo,General Cargo
273338780,Cargo,General Cargo
273338920,Tanker - Hazard B,Oil/Chemical Tanker
273338930,Cargo,General Cargo
273339100,Cargo,General Cargo
273339220,Cargo,General Cargo
273339310,Cargo,General Cargo
273339400,Cargo,General Cargo
273339410,Cargo,General Cargo
273339480,Tanker,Oil/Chemical Tanker
273339800,Cargo,General Cargo
273339840,Cargo,General Cargo
273339920,Tanker,Oil/Chemical Tanker
273340060,Tanker,Oil Products Tanker
273340110,Cargo,General Cargo
273340190,Tanker,Oil/Chemical Tanker
273340210,Cargo,General Cargo
273340850,Cargo,General Cargo
273340950,Cargo,Cargo
273341110,Cargo,General Cargo
273341900,Cargo,Ore/Oil Carrier
273342000,Cargo,General Cargo
273342100,Tanker,Oil/Chemical Tanker
273342180,Tanker - Hazard A (Major),Oil Products Tanker
273342420,Cargo,General Cargo
273342520,Tanker,Oil Products Tanker
273342890,Tanker,Oil/Chemical Tanker
273342900,Tanker,Oil/Chemical Tanker
273343020,Tug,Tug
273343110,Cargo,General Cargo
273343130,Other,Crane Ship
273343200,Cargo,Ore/Oil Carrier
273343220,Cargo,General Cargo
273343600,Tanker,Oil Products Tanker
273343800,Cargo,Ore/Oil Carrier
273344310,Cargo,General Cargo
273344600,Tanker,Oil Products Tanker
273345600,Tanker,Oil/Chemical Tanker
273345930,Cargo,General Cargo
273346480,Fishing,Fishing Vessel
273346500,Cargo,Oil Products Tanker
273347320,Cargo,General Cargo
273347600,Tanker,Oil Products Tanker
273347800,Cargo,Ore/Oil Carrier
273348400,Tanker,Oil Products Tanker
273348630,Tanker,Oil/Chemical Tanker
273349080,Cargo,Ro-Ro Cargo
273349230,Cargo,General Cargo
273349470,Cargo,General Cargo
273350080,Cargo,General Cargo
273350190,Cargo,General Cargo
273350230,Cargo,General Cargo
273350270,Tanker,Oil Products Tanker
273350280,Cargo,General Cargo
273350300,Cargo,General Cargo
273350360,Cargo,General Cargo
273350660,Tanker,Oil Products Tanker
273351010,Tanker,General Cargo
273351180,Tanker,Oil/Chemical Tanker
273351260,Tanker,Oil Products Tanker
273351280,Cargo,General Cargo
273351360,Cargo,General Cargo
273351450,Tanker,Oil Products Tanker
273351610,Anti-Pollution,Pollution Control Vessel
273351620,Cargo,General Cargo
273351880,Sailing Vessel,Sailing Vessel
273352260,Tanker,Oil Products Tanker
273352290,Pleasure Craft,Pleasure Craft
273352430,Tanker,Oil/Chemical Tanker
273352440,Other,Crane Ship
273352450,Tanker,Oil Products Tanker
273352720,Tanker,Oil/Chemical Tanker
273352800,Cargo,General Cargo
273353050,Tanker,Oil/Chemical Tanker
273353260,Tanker,Oil Products Tanker
273353340,Tanker,Oil/Chemical Tanker
273353420,Cargo - Hazard D (Recognizable),General Cargo
273353450,Tanker,Oil Products Tanker
273354040,Cargo,General Cargo
273354140,Cargo,General Cargo
273354450,Tanker - Hazard A (Major),Oil Products Tanker
273354480,Cargo,General Cargo
273354750,Pleasure Craft,Pleasure Craft
273354910,Cargo,General Cargo
273354960,Other,Crane Ship
273355040,Cargo,General Cargo
273355260,Cargo,General Cargo
273355270,Tanker - Hazard D (Recognizable),Oil/Chemical Tanker
273355450,Tanker,Oil Products Tanker
273355480,Tanker,Oil/Chemical Tanker
273355680,Tanker - Hazard B,Oil/Chemical Tanker
273355700,Other,Crane Ship
273355800,Tanker,Oil/Chemical Tanker
273356250,Cargo,General Cargo
273356260,Cargo,General Cargo
273356360,Tanker,Oil/Chemical Tanker
273356390,Tanker - Hazard B,Oil/Chemical Tanker
273356510,Tanker,Oil/Chemical Tanker
273356700,Cargo,General Cargo
273356850,Cargo,General Cargo
273356870,Cargo,General Cargo
273357250,Cargo,General Cargo
273357260,Cargo,General Cargo
273357420,Tanker,Oil Products Tanker
273357480,Pleasure Craft,Pleasure Craft
273357540,Cargo,General Cargo
273358130,Tanker,Chemical Tanker
273358170,Tanker,Oil Products Tanker
273358260,Cargo,General Cargo
273358390,Tanker,Oil Products Tanker
273358450,Tanker,Oil/Chemical Tanker
273358580,Pilot Vessel,Pilot Vessel
273358830,Pleasure Craft,Yacht
273358860,Tanker - Hazard D (Recognizable),Oil Products Tanker
273359070,Tanker,Oil/Chemical Tanker
273359180,Tanker - Hazard A (Major),Oil Products Tanker
273359260,Cargo,General Cargo
273359390,Tanker,Oil Products Tanker
273359480,Tug,Offshore Supply Ship
273359560,Tanker,Oil Products Tanker
273359580,Tanker,Oil/Chemical Tanker
273359620,Cargo,General Cargo
273359640,Tug,Tug
273359740,Tanker,Tanker
273359760,Tanker,Oil/Chemical Tanker
273359980,Cargo,General Cargo
273360870,Cargo,General Cargo
273361100,Tanker,Oil Products Tanker
273363000,Cargo,General Cargo
273369090,Tug,Tug
273370100,Cargo,General Cargo
273370470,Fishing,Trawler
273370570,Tug,Offshore Supply Ship
273371000,Tug,Tug
273371330,Tanker,Oil Products Tanker
273371570,Other,Crane Ship
273371740,Fishing,Trawler
273371910,Tug,Tug
273372000,Cargo,General Cargo
273372273,Tug,Tug
273372570,Tug,Tug
273372720,Tug,Tug
273372740,Fishing,Trawler
273372890,Tug,Tug
273373740,Fishing,Trawler
273373840,Fishing,Fishing Vessel
273373890,Port Tender,Port Tender
273374030,Fishing,Fishing Vessel
273374100,Cargo,General Cargo
273374230,Fishing,Trawler
273374360,Tanker,Oil Products Tanker
273374390,Cargo,General Cargo
273374740,Fishing,Trawler
273375000,Cargo,General Cargo
273375030,Fishing,Fishing Vessel
273375360,Tanker,Oil Products Tanker
273375370,Passenger,Ro-Ro/Passenger Ship
273375430,Fishing,Fishing Vessel
273375740,Fishing,Trawler
273376000,Cargo - Hazard B,General Cargo
273376370,Passenger,Ro-Ro/Passenger Ship
273376640,Fishing,Trawler
273376740,Fishing,Trawler
273376900,Tanker,Oil/Chemical Tanker
273377000,Cargo,General Cargo
273377290,Sailing Vessel,Sailing Vessel
273377720,Fishing,Trawler
273377830,Tug,Offshore Supply Ship
273378000,Cargo,General Cargo
273378570,Passenger,Passenger Ship
273378690,Pleasure Craft,Yacht
273378830,Tug,Offshore Supply Ship
273379650,Cargo,General Cargo
273380170,Tanker,Oil/Chemical Tanker
273380200,Cargo,General Cargo
273380440,Tug,Supply Vessel
273380460,Tanker,Oil Products Tanker
273381200,Cargo,General Cargo
273381470,Fishing,Fishing Vessel
273381530,Tanker,Oil Products Tanker
273381540,Tanker,Oil/Chemical Tanker
273381900,Tanker,Oil/Chemical Tanker
273382620,Tanker - Hazard B,Oil/Chemical Tanker
273383040,Cargo,General Cargo
273383070,Dredger,Suction Dredger
273384070,Tanker,Oil Products Tanker
273384210,Cargo,General Cargo
273384720,Passenger,Passenger Ship
273385070,Tanker,Oil/Chemical Tanker
273385100,Cargo,General Cargo
273385510,Tug,Tug
273386750,Sailing Vessel,Sailing Vessel
273387100,Cargo,General Cargo
273387210,Pleasure Craft,Pleasure Craft
273387420,SAR,SAR
273387430,Tanker,Oil Products Tanker
273388010,Tug,Tug
273388150,Tanker,Oil Products Tanker
273388420,Tug,Tug
273389100,Cargo,General Cargo
273389230,Tug,Tug
273389360,Cargo,General Cargo
273389550,Sailing Vessel,Sailing Vessel
273389670,Tanker,Oil/Chemical Tanker
273389870,Cargo,Ro-Ro Cargo
273390540,Tanker - Hazard A (Major),Oil/Chemical Tanker
273391200,Cargo,General Cargo
273391340,Tanker,Oil/Chemical Tanker
273391360,Cargo,Heavy Load Carrier
273391660,Cargo,Heavy Load Carrier
273391670,Sailing Vessel,Sailing Vessel
273392370,Tanker,Oil/Chemical Tanker
273393370,Tanker,Oil/Chemical Tanker
273393450,Cargo,General Cargo
273393560,Tanker - Hazard B,Oil/Chemical Tanker
273393650,Tanker,Oil/Chemical Tanker
273394890,Cargo,Ro-Ro Cargo
273395390,Cargo,General Cargo
273395750,Cargo,General Cargo
273395950,Passenger,Passenger Ship
273396000,Cargo,General Cargo
273396220,Pleasure Craft,Yacht
273396370,Dredger,Hopper Dredger
273396540,Pleasure Craft,Pleasure Craft
273396850,Tug,Tug
273397120,Passenger,Passenger Ship
273397190,Tug,Tug
273398130,Cargo,General Cargo
273398440,Tanker - Hazard A (Major),Oil/Chemical Tanker
273398650,Cargo,General Cargo
273398850,Tanker,Oil Products Tanker
273399050,Tanker - Hazard B,Oil/Chemical Tanker
273399090,Tug,Tug
273399100,Cargo,General Cargo
273410020,Tanker,Oil/Chemical Tanker
273412410,Tanker,Oil Products Tanker
273413030,Fishing,Fishing Vessel
273413440,Cargo,General Cargo
273413510,Cargo,General Cargo
273414440,Cargo,Ro-Ro/Container Carrier
273414540,Cargo,General Cargo
273414840,Tanker,Oil/Chemical Tanker
273414870,Cargo,General Cargo
273415080,Cargo,General Cargo
273415410,Cargo,General Cargo
273416080,Cargo,General Cargo
273416150,Cargo,General Cargo
273416780,Cargo,General Cargo
273416810,Cargo,General Cargo
273416980,Cargo,General Cargo
273417140,Tanker - Hazard B,Oil/Chemical Tanker
273417240,Passenger,Passenger Ship
273417440,Sailing Vessel,Sailing Vessel
273417450,Cargo,General Cargo
273417510,Cargo,General Cargo
273417670,Cargo,Heavy Load Carrier
273417810,Cargo,General Cargo
273417850,Cargo,Heavy Load Carrier
273418280,Cargo,General Cargo
273419310,Cargo,General Cargo
273419410,Cargo,General Cargo
273419510,Cargo,General Cargo
273420740,Cargo,General Cargo
273421460,Tug,Tug
273422360,Cargo,General Cargo
273422380,Cargo,General Cargo
273422740,Cargo,General Cargo
273422810,Tanker,Oil Products Tanker
273422910,Tug,Tug
273423690,Cargo,General Cargo
273424760,Passenger,Passenger Ship
273425080,Tug,Tug
273425510,Cargo,General Cargo
273426040,Cargo,General Cargo
273427030,Fishing,Fishing Vessel
273427090,Tanker,Oil Products Tanker
273427390,Tug,Tug
273427530,Tanker,Oil Products Tanker
273427540,Cargo,General Cargo
273427610,Cargo,General Cargo
273427820,Fishing,Fishing Vessel
273428180,Sailing Vessel,Sailing Vessel
273429570,Cargo,General Cargo
273430210,Cargo,General Cargo
273430550,Cargo,General Cargo
273430620,Cargo,General Cargo
273430690,Cargo,General Cargo
273430720,Cargo,General Cargo
273430870,Tanker,Oil/Chemical Tanker
273431210,Cargo,General Cargo
273431390,Tanker,Oil Products Tanker
273431620,Cargo,General Cargo
273431840,Cargo,General Cargo
273431860,Tug,Tug
273432620,Cargo,General Cargo
273433060,Cargo,General Cargo
273433590,Tanker,Oil/Chemical Tanker
273433680,Tanker,Oil Products Tanker
273433720,Cargo,General Cargo
273433790,Tanker,Oil Products Tanker
273434620,Cargo,General Cargo
273434790,Fishing,Fishing Vessel
273434800,Cargo,General Cargo
273434860,Cargo,General Cargo
273435130,Cargo,General Cargo
273435170,Other,Crane Ship
273435200,Cargo,General Cargo
273435310,Fishing,Fishing Vessel
273435620,Cargo,General Cargo
273436820,Cargo,General Cargo
273437050,Cargo,General Cargo
273437560,Tanker,Oil Products Tanker
273437770,Tanker,Oil/Chemical Tanker
273437890,Cargo,General Cargo
273437920,Tanker,Oil Products Tanker
273438670,Tanker,Oil/Chemical Tanker
273438710,Cargo,General Cargo
273438740,Fishing,Fishing Vessel
273438820,Cargo,General Cargo
273439520,Cargo,General Cargo
273439590,Cargo,General Cargo
273439710,Cargo,General Cargo
273439760,Tug,Tug
273440590,Cargo,General Cargo
273440880,Pilot Vessel,Pilot Vessel
273441100,Tug,Tug
273441210,Cargo,General Cargo
273441280,Tug,Tug
273441320,Cargo,General Cargo
273441420,Cargo,General Cargo
273441540,Cargo,General Cargo
273442130,Cargo,General Cargo
273442410,Tanker,Oil Products Tanker
273442610,Cargo,General Cargo
273442640,Tanker,Oil Products Tanker
273442840,Tanker,Oil Products Tanker
273443330,Tanker,Oil Products Tanker
273443460,Tug,Tug
273443550,Cargo,General Cargo
273443640,Tanker,Tanker
273443670,Tug,Tug
273444330,Tanker,Oil Products Tanker
273444390,Tanker,Oil Products Tanker
273444450,Tug,Tug
273444980,Tanker,General Cargo
273445150,Tanker,Tanker
273445330,Tanker - Hazard A (Major),Oil Products Tanker
273445370,Cargo,General Cargo
273445480,Tanker,Oil Products Tanker
273445640,Tanker,Oil Products Tanker
273445890,Dredger,Hopper Dredger
273445940,Cargo,General Cargo
273446260,Cargo,General Cargo
273446280,Cargo,General Cargo
273446710,Cargo,General Cargo
273447030,Tanker,Oil Products Tanker
273447120,Cargo,General Cargo
273447370,Cargo,General Cargo
273448000,Tanker,Oil Products Tanker
273448220,Cargo,General Cargo
273448330,Other,Crane Ship
273448370,Cargo,General Cargo
273448710,Cargo,General Cargo
273449070,Tanker,Oil Products Tanker
273449410,Tanker - Hazard A (Major),Bunkering Tanker
273449600,Pilot Vessel,Pilot Vessel
273449610,Cargo,General Cargo
273450240,Tanker,Oil Products Tanker
273450260,Cargo,General Cargo
273450690,Cargo,General Cargo
273450880,Cargo,General Cargo
273451030,Tug,Offshore Supply Ship
273451510,Cargo,General Cargo
273451690,Cargo,General Cargo
273452000,Cargo,General Cargo
273452380,Tug,Tug
273452590,Tanker,Oil Products Tanker
273452640,Fishing,Fishing Vessel
273452690,Cargo,General Cargo
273452930,Tug,Tug
273453310,Cargo,General Cargo
273453680,Cargo,General Cargo
273453780,Cargo,General Cargo
273454260,Tanker,Oil Products Tanker
273454300,Cargo,General Cargo
273454310,Cargo,General Cargo
273454720,Tanker,Oil/Chemical Tanker
273456240,Cargo,General Cargo
273456690,Cargo,General Cargo
273456810,Cargo,General Cargo
273457310,High Speed Craft,High Speed Craft
273457720,Cargo,General Cargo
273458460,Cargo,General Cargo
273458610,Cargo,General Cargo
273458830,Cargo,Ore/Oil Carrier
273458910,Cargo,General Cargo
273459210,High Speed Craft,High Speed Craft
273459460,Cargo,General Cargo
273459550,Cargo,General Cargo
273459590,Cargo,General Cargo
273540140,Military Ops,Military Ops
273541240,Tug,Tug
273541310,Law Enforce,Law Enforce
273542430,Tug,Tug
273542810,Military Ops,Military Ops
273543230,Tug,Tug
273544340,Tug,Tug
273546110,SAR,SAR
273547920,Tug,Tug
273549620,Tug,Tug
275472000,Cargo,General Cargo
275507000,Cargo,General Cargo
275509000,Cargo,General Cargo
277551000,Cargo,General Cargo
277562000,Cargo,Container Ship
279202154,Cargo,Inland Cargo
279202155,Cargo,"Inland, Pushtow, six cargo barges"
279202159,Cargo,"Inland, Pushtow, eigth cargo barges"
279202242,Cargo,"Inland, Pushtow, six cargo barges"
279202276,Cargo,"Inland, Motor Freighter"
279202422,Cargo,"Inland, Pushtow, two cargo barges"
279202434,Cargo,"Inland, Tug, Freighter"
279202492,Cargo,"Inland, Motor Freighter"
279202540,Tanker,"Inland, Motor Tanker, liquid cargo, type C"
279202559,Tanker,"Inland, Motor Tanker"
279202570,Tanker,"Inland, Motor Tanker, liquid cargo, type N"
279202594,Tanker,"Inland, Motor Tanker"
279202598,Tanker,"Inland, Motor Tanker, liquid cargo, type N"
279202602,Tanker,"Inland, Pushtow, one tank/gas barge"
279202606,Tanker,"Inland, Motor Tanker, liquid cargo, type N"
279202639,Tanker,Tanker
279202643,Tanker,"Inland, Motor Tanker, liquid cargo, type N"
279202645,Tanker,"Inland, Pushtow, one tank/gas barge"
279202646,Cargo,Cargo
304010000,Cargo - Hazard A (Major),Container Ship
304010708,Cargo,General Cargo
304010711,Cargo,General Cargo
304010851,Cargo - Hazard D (Recognizable),General Cargo
304010853,Cargo,General Cargo
304010986,Cargo,General Cargo
304010998,Cargo,General Cargo
304045000,Cargo,General Cargo
304052000,Cargo,General Cargo
304067000,Tanker,LPG Tanker
304070000,Tanker,Oil/Chemical Tanker
304072000,Cargo,General Cargo
304081008,Cargo,General Cargo
304089000,Cargo,General Cargo
304090000,Cargo,Bulk Carrier
304091000,Cargo,Bulk Carrier
304134000,Cargo - Hazard A (Major),Container Ship
304157000,Cargo,Container Ship
304199000,Cargo,Container Ship
304200000,Cargo,General Cargo
304251000,Cargo,General Cargo
304320000,Cargo,General Cargo
304342000,Cargo,General Cargo
304343000,Cargo,General Cargo
304352000,Cargo,General Cargo
304369000,Cargo,General Cargo
304376000,Cargo,Cargo/Containership
304461000,Cargo - Hazard A (Major),General Cargo
304489000,Cargo,Bulk Carrier
304490000,Cargo - Hazard D (Recognizable),Container Ship
304543000,Cargo,Cargo
304587000,Cargo,General Cargo
304588000,Cargo,General Cargo
304604000,Cargo,Bulk Carrier
304612000,Cargo,General Cargo
304617000,Cargo,General Cargo
304619000,Cargo,Container Ship
304623000,Cargo - Hazard A (Major),Container Ship
304669000,Cargo,General Cargo
304738000,Cargo,General Cargo
304798000,Cargo,Bulk Carrier
304813000,Cargo - Hazard A (Major),Container Ship
304903000,Cargo - Hazard A (Major),Container Ship
304907000,Cargo,Container Ship
304908000,Cargo,General Cargo
304909000,Cargo,General Cargo
304954000,Cargo,General Cargo
304955000,Tanker,Oil Products Tanker
304979000,Cargo,Container Ship
304997000,Cargo,General Cargo
305032000,Cargo - Hazard A (Major),Container Ship
305034000,Cargo,General Cargo
305040000,Cargo,General Cargo
305056000,Cargo,General Cargo
305089000,Cargo,General Cargo
305097000,Cargo,General Cargo
305108000,Cargo,General Cargo
305146000,Cargo,General Cargo
305161000,Cargo,General Cargo
305178000,Tanker,LPG Tanker
305181000,Cargo,General Cargo
305187000,Cargo,General Cargo
305204000,Cargo,General Cargo
305213000,Cargo,Container Ship
305226000,Cargo,General Cargo
305229000,Cargo,General Cargo
305246000,Cargo,General Cargo
305256000,Cargo,General Cargo
305284000,Cargo,General Cargo
305301000,Cargo,General Cargo
305305000,Cargo,General Cargo
305313000,Cargo,Container Ship
305335000,Cargo,General Cargo
305342000,Cargo,General Cargo
305343000,Cargo,General Cargo
305389000,Tug,Anchor Handling Vessel
305393000,Cargo,General Cargo
305394000,Cargo,General Cargo
305470000,Cargo,General Cargo
305485000,Tanker,Oil Products Tanker
305493000,Cargo,General Cargo
305496000,Tanker,Oil Products Tanker
305506000,Cargo,Container Ship
305512000,Cargo,General Cargo
305514000,Cargo,General Cargo
305537000,Cargo,General Cargo
305544000,Cargo,General Cargo
305550000,Cargo,General Cargo
305560000,Cargo,General Cargo
305565000,Cargo,General Cargo
305566000,Cargo,Cargo/Containership
305590000,Cargo,General Cargo
305598000,Cargo,General Cargo
305600000,Cargo - Hazard A (Major),Container Ship
305610000,Cargo,Bulk Carrier
305614000,Cargo,General Cargo
305621000,Cargo,General Cargo
305623000,Cargo,General Cargo
305624000,Cargo - Hazard A (Major),General Cargo
305627000,Cargo,Container Ship
305630000,Cargo,General Cargo
305642000,Cargo,General Cargo
305647000,Cargo,General Cargo
305656000,Cargo,General Cargo
305657000,Cargo,General Cargo
305669000,Cargo,General Cargo
305681000,Cargo,Cargo/Containership
305688000,Cargo,General Cargo
305691000,Cargo,General Cargo
305715000,Cargo,Cargo/Containership
305717000,Cargo - Hazard A (Major),General Cargo
305727000,Cargo,General Cargo
305730000,Cargo,General Cargo
305738000,Cargo,General Cargo
305740000,Cargo,General Cargo
305748000,Cargo,General Cargo
305757000,Cargo,General Cargo
305760000,Pilot Vessel,Pilot Vessel
305765000,Cargo - Hazard A (Major),Container Ship
305767000,Cargo,General Cargo
305774000,Cargo,General Cargo
305775000,Cargo,General Cargo
305813000,Cargo,General Cargo
305826000,Cargo,General Cargo
305835000,Cargo,General Cargo
305836000,Cargo,General Cargo
305847000,Cargo,General Cargo
305851000,Tanker,Oil/Chemical Tanker
305866000,Cargo,General Cargo
305901000,Cargo,General Cargo
305916000,Cargo,General Cargo
305929000,Cargo,General Cargo
305931000,Cargo,General Cargo
305937000,Cargo,General Cargo
305961000,Cargo,General Cargo
305972000,Cargo,General Cargo
305973000,Cargo,General Cargo
305997000,Cargo,General Cargo
306157000,Cargo,Heavy Lift Vessel
308090000,Cargo,Reefer
308311000,Passenger,Passenger Ship
308329000,Tanker,Crude Oil Tanker
308416000,Passenger,Passenger Ship
308438000,Cargo,Reefer
308541000,Cargo,Reefer
308628000,Passenger,Passenger Ship
308688000,Cargo,Vehicles Carrier
308726000,Cargo,Vehicles Carrier
308789000,Cargo,Bulk Carrier
308876000,Cargo,Bulk Carrier
309281000,Cargo,Reefer
309285000,Cargo,Vehicles Carrier
309361000,Cargo,Reefer
309368000,Tanker,Crude Oil Tanker
309401000,Tanker - Hazard A (Major),Crude Oil Tanker
309686000,Tanker,Crude Oil Tanker
309813000,Tanker,Crude Oil Tanker
309904000,Tanker - Hazard D (Recognizable),LNG Tanker
310160000,Pleasure Craft,Yacht
310602000,Tanker,Oil Products Tanker
310622000,Tanker,Crude Oil Tanker
310654000,Tanker,Crude Oil Tanker
310669000,Tanker - Hazard A (Major),LNG Tanker
310719000,Tanker - Hazard D (Recognizable),LNG Tanker
310724000,Passenger,Yacht
310792000,Passenger,Yacht
311000080,Cargo,Bulk Carrier
311000099,Cargo,Bulk Carrier
311000101,Cargo,Vehicles Carrier
311000117,Cargo,Bulk Carrier
311000119,Cargo,Bulk Carrier
311000133,Tanker,Oil/Chemical Tanker
311000134,Tanker,Oil/Chemical Tanker
311000140,Tanker - Hazard B,LNG Tanker
311000154,Cargo,Bulk Carrier
311000160,Passenger,Passenger Ship
311000195,Cargo,Bulk Carrier
311000231,Tanker - Hazard A (Major),Oil/Chemical Tanker
311000232,Tanker,Oil/Chemical Tanker
311000247,Tanker,LNG Tanker
311000260,Cargo,Bulk Carrier
311000269,Cargo,Bulk Carrier
311000277,Tanker - Hazard A (Major),Crude Oil Tanker
311000336,Tanker,Crude Oil Tanker
311000341,Passenger,Passenger Ship
311000342,Cargo,Bulk Carrier
311000365,Tanker,LNG Tanker
311000387,Tanker,LPG Tanker
311000427,Cargo,Bulk Carrier
311000429,Cargo,Bulk Carrier
311000438,Tanker,Crude Oil Tanker
311000450,Tanker,Crude Oil Tanker
311000452,Tanker,Crude Oil Tanker
311000460,Tanker,Oil Products Tanker
311000461,Cargo,Bulk Carrier
311000465,Tanker,Oil Products Tanker
311000516,Tanker - Hazard A (Major),Crude Oil Tanker
311000534,Tanker,Crude Oil Tanker
311000557,Cargo,General Cargo
311000564,Cargo,Bulk Carrier
311000565,Cargo,Bulk Carrier
311000576,Tanker,Oil/Chemical Tanker
311000580,Tanker - Hazard D (Recognizable),LNG Tanker
311000584,Cargo,General Cargo
311000607,Cargo,General Cargo
311000611,Cargo,General Cargo
311000613,Cargo,General Cargo
311000648,Cargo,General Cargo
311000667,Tanker,Oil/Chemical Tanker
311000676,Tanker,Oil/Chemical Tanker
311000682,Cargo,Reefer
311000715,Cargo,Bulk Carrier
311000717,Cargo,Bulk Carrier
311000756,Cargo,Bulk Carrier
311000765,Tanker,Crude Oil Tanker
311000820,Tanker,Crude Oil Tanker
311000833,Tanker,Crude Oil Tanker
311000863,Tanker,Crude Oil Tanker
311000864,Tanker,Crude Oil Tanker
311000878,Cargo,General Cargo
311000886,Cargo,Bulk Carrier
311000903,Tanker,Crude Oil Tanker
311000911,Cargo,General Cargo
311000915,Tanker,Crude Oil Tanker
311000924,Cargo,Bulk Carrier
311000953,Tanker,Crude Oil Tanker
311000962,Tug,Offshore Supply Ship
311000996,Cargo,Bulk Carrier
311001014,Cargo,Bulk Carrier
311001021,Cargo,Reefer
311001022,Cargo,Bulk Carrier
311001036,Cargo,Bulk Carrier
311001058,Tanker,Crude Oil Tanker
311001060,Cargo,Bulk Carrier
311002900,Cargo,Vehicles Carrier
311005600,Cargo,Bulk Carrier
311005700,Cargo,Bulk Carrier
311005800,Cargo,Bulk Carrier
311006300,Tanker - Hazard D (Recognizable),LNG Tanker
311009600,Cargo,Reefer
311009700,Cargo,Reefer
311013400,Tanker - Hazard A (Major),Crude Oil Tanker
311013800,Cargo,Bulk Carrier
311013900,Cargo,Bulk Carrier
311016600,Cargo,Bulk Carrier
311017800,Cargo,Bulk Carrier
311017900,Cargo,Bulk Carrier
311018000,Cargo,Bulk Carrier
311018300,Cargo,Bulk Carrier
311024300,Cargo,Bulk Carrier
311025800,Cargo,Bulk Carrier
311026700,Tanker,Crude Oil Tanker
311028600,Cargo,Bulk Carrier
311029800,Cargo,Bulk Carrier
311034100,Cargo,Bulk Carrier
311035300,Cargo,Bulk Carrier
311035400,Cargo,Bulk Carrier
311035600,Cargo,Bulk Carrier
311036300,Cargo,Bulk Carrier
311037100,Cargo,Bulk Carrier
311037600,Cargo,Bulk Carrier
311039900,Tanker,Crude Oil Tanker
311040200,Cargo,Bulk Carrier
311040800,Cargo,Vehicles Carrier
311040900,Cargo,Bulk Carrier
311041600,Cargo,Bulk Carrier
311041700,Tanker - Hazard C (Minor),Oil/Chemical Tanker
311042500,Cargo,Bulk Carrier
311042700,Cargo,Bulk Carrier
311050900,Passenger,Passenger Ship
311051200,Cargo,Bulk Carrier
311052100,Cargo,Bulk Carrier
311052200,Cargo,Bulk Carrier
311053100,Cargo,Bulk Carrier
311053300,Cargo,Bulk Carrier
311053400,Cargo,Bulk Carrier
311053500,Cargo,Bulk Carrier
311053600,Cargo,Bulk Carrier
311054400,Cargo,Vehicles Carrier
311055200,Cargo,Bulk Carrier
311055500,Cargo,Bulk Carrier
311055800,Cargo,Bulk Carrier
311058500,Cargo,Bulk Carrier
311061600,Cargo,Bulk Carrier
311062800,Cargo,Bulk Carrier
