MMSI,shipType,shipTypeSpecific
305717000,Cargo - Hazard A (Major),General Cargo
312341000,Cargo - Hazard A (Major),General Cargo
352563000,Cargo - Hazard A (Major),General Cargo
352978270,Cargo - Hazard A (Major),General Cargo
370417000,Cargo - Hazard A (Major),General Cargo
423066100,Cargo - Hazard A (Major),General Cargo
538006248,Cargo - Hazard A (Major),General Cargo
620150000,Cargo - Hazard A (Major),General Cargo
636019245,Cargo - Hazard A (Major),General Cargo
636020515,Cargo - Hazard A (Major),General Cargo
636020516,Cargo - Hazard A (Major),General Cargo
228027900,Cargo - Hazard A (Major),Ro-Ro Cargo
247241800,Cargo - Hazard A (Major),Ro-Ro Cargo
247241900,Cargo - Hazard A (Major),Ro-Ro Cargo
247297200,Cargo - Hazard A (Major),Ro-Ro Cargo
247318300,Cargo - Hazard A (Major),Ro-Ro Cargo
247383500,Cargo - Hazard A (Major),Ro-Ro Cargo
255806270,Cargo - Hazard A (Major),Ro-Ro Cargo
271000623,Cargo - Hazard A (Major),Ro-Ro Cargo
271000661,Cargo - Hazard A (Major),Ro-Ro Cargo
271000747,Cargo - Hazard A (Major),Ro-Ro Cargo
271000748,Cargo - Hazard A (Major),Ro-Ro Cargo
271000792,Cargo - Hazard A (Major),Ro-Ro Cargo
271000793,Cargo - Hazard A (Major),Ro-Ro Cargo
271002572,Cargo - Hazard A (Major),Ro-Ro Cargo
271002676,Cargo - Hazard A (Major),Ro-Ro Cargo
271040948,Cargo - Hazard A (Major),Ro-Ro Cargo
271043164,Cargo - Hazard A (Major),Ro-Ro Cargo
271043165,Cargo - Hazard A (Major),Ro-Ro Cargo
271046489,Cargo - Hazard A (Major),Ro-Ro Cargo
215419000,Cargo - Hazard B,Container Ship
255806308,Cargo - Hazard B,Container Ship
351400000,Cargo - Hazard B,Container Ship
354530000,Cargo - Hazard B,Container Ship
356167000,Cargo - Hazard B,Container Ship
371308000,Cargo - Hazard B,Container Ship
371860000,Cargo - Hazard B,Container Ship
372123000,Cargo - Hazard B,Container Ship
373068000,Cargo - Hazard B,Container Ship
373183000,Cargo - Hazard B,Container Ship
636015775,Cargo - Hazard B,Container Ship
636017425,Cargo - Hazard B,Container Ship
636017994,Cargo - Hazard B,Container Ship
636020360,Cargo - Hazard B,Container Ship
636092837,Cargo - Hazard B,Container Ship
237006500,Cargo - Hazard B,General Cargo
272161400,Cargo - Hazard B,General Cargo
273376000,Cargo - Hazard B,General Cargo
357512000,Cargo - Hazard B,General Cargo
371526000,Cargo - Hazard B,General Cargo
372968000,Cargo - Hazard B,General Cargo
620547000,Cargo - Hazard B,General Cargo
255805922,Cargo - Hazard C (Minor),Container Ship
255806067,Cargo - Hazard C (Minor),Container Ship
256213000,Cargo - Hazard C (Minor),Container Ship
256432000,Cargo - Hazard C (Minor),Container Ship
271000609,Cargo - Hazard C (Minor),Container Ship
353592000,Cargo - Hazard C (Minor),Container Ship
353695000,Cargo - Hazard C (Minor),Container Ship
353852000,Cargo - Hazard C (Minor),Container Ship
374607000,Cargo - Hazard C (Minor),Container Ship
431241000,Cargo - Hazard C (Minor),Container Ship
431981000,Cargo - Hazard C (Minor),Container Ship
538003580,Cargo - Hazard C (Minor),Container Ship
538003729,Cargo - Hazard C (Minor),Container Ship
538007610,Cargo - Hazard C (Minor),Container Ship
563004900,Cargo - Hazard C (Minor),Container Ship
636014971,Cargo - Hazard C (Minor),Container Ship
636015859,Cargo - Hazard C (Minor),Container Ship
636018324,Cargo - Hazard C (Minor),Container Ship
636018573,Cargo - Hazard C (Minor),Container Ship
271044252,Cargo - Hazard C (Minor),General Cargo
272025000,Cargo - Hazard C (Minor),General Cargo
338860000,Cargo - Hazard C (Minor),General Cargo
215199000,Cargo - Hazard D (Recognizable),Container Ship
219086000,Cargo - Hazard D (Recognizable),Container Ship
219854000,Cargo - Hazard D (Recognizable),Container Ship
228386700,Cargo - Hazard D (Recognizable),Container Ship
229005000,Cargo - Hazard D (Recognizable),Container Ship
242830300,Cargo - Hazard D (Recognizable),Container Ship
255805845,Cargo - Hazard D (Recognizable),Container Ship
255805947,Cargo - Hazard D (Recognizable),Container Ship
255806065,Cargo - Hazard D (Recognizable),Container Ship
255806219,Cargo - Hazard D (Recognizable),Container Ship
271000647,Cargo - Hazard D (Recognizable),Container Ship
271043028,Cargo - Hazard D (Recognizable),Container Ship
304490000,Cargo - Hazard D (Recognizable),Container Ship
353612000,Cargo - Hazard D (Recognizable),Container Ship
354654000,Cargo - Hazard D (Recognizable),Container Ship
355216000,Cargo - Hazard D (Recognizable),Container Ship
357157000,Cargo - Hazard D (Recognizable),Container Ship
357962000,Cargo - Hazard D (Recognizable),Container Ship
477006500,Cargo - Hazard D (Recognizable),Container Ship
477266800,Cargo - Hazard D (Recognizable),Container Ship
477266900,Cargo - Hazard D (Recognizable),Container Ship
477454700,Cargo - Hazard D (Recognizable),Container Ship
477664600,Cargo - Hazard D (Recognizable),Container Ship
477694200,Cargo - Hazard D (Recognizable),Container Ship
538004911,Cargo - Hazard D (Recognizable),Container Ship
538005847,Cargo - Hazard D (Recognizable),Container Ship
538006767,Cargo - Hazard D (Recognizable),Container Ship
538008134,Cargo - Hazard D (Recognizable),Container Ship
563044300,Cargo - Hazard D (Recognizable),Container Ship
563051100,Cargo - Hazard D (Recognizable),Container Ship
563052700,Cargo - Hazard D (Recognizable),Container Ship
563455000,Cargo - Hazard D (Recognizable),Container Ship
636013521,Cargo - Hazard D (Recognizable),Container Ship
636015754,Cargo - Hazard D (Recognizable),Container Ship
636016014,Cargo - Hazard D (Recognizable),Container Ship
636016423,Cargo - Hazard D (Recognizable),Container Ship
636017916,Cargo - Hazard D (Recognizable),Container Ship
636018106,Cargo - Hazard D (Recognizable),Container Ship
636018701,Cargo - Hazard D (Recognizable),Container Ship
636019197,Cargo - Hazard D (Recognizable),Container Ship
636019532,Cargo - Hazard D (Recognizable),Container Ship
636020542,Cargo - Hazard D (Recognizable),Container Ship
271000200,Cargo - Hazard D (Recognizable),General Cargo
273353420,Cargo - Hazard D (Recognizable),General Cargo
304010851,Cargo - Hazard D (Recognizable),General Cargo
622112802,Cargo - Hazard D (Recognizable),General Cargo
636018145,Cargo - Hazard D (Recognizable),General Cargo
667001897,Cargo - Hazard D (Recognizable),General Cargo
271010171,Dive Vessel,Dive Vessel
271010451,Dive Vessel,Dive Vessel
271010452,Dive Vessel,Dive Vessel
271010749,Dive Vessel,Dive Vessel
271040031,Dive Vessel,Dive Vessel
271040492,Dive Vessel,Dive Vessel
271043888,Dive Vessel,Dive Vessel
271048561,Dive Vessel,Dive Vessel
271062140,Dive Vessel,Dive Vessel
271072687,Dive Vessel,Dive Vessel
352680000,Dive Vessel,Dive Vessel
271010847,Dive Vessel,Dive Vessel
207261305,Dredger,Dredger
207261424,Dredger,Dredger
207829760,Dredger,Dredger
271040151,Dredger,Dredger
271043134,Dredger,Dredger
272160300,Dredger,Dredger
272755000,Dredger,Dredger
412025020,Dredger,Dredger
272085000,Dredger,Hopper Dredger
272778000,Dredger,Hopper Dredger
210050000,Dredger,Hopper Dredger
210381000,Dredger,Hopper Dredger
232027481,Dredger,Hopper Dredger
232032107,Dredger,Hopper Dredger
244050240,Dredger,Hopper Dredger
253422000,Dredger,Hopper Dredger
272705000,Dredger,Hopper Dredger
273396370,Dredger,Hopper Dredger
273445890,Dredger,Hopper Dredger
312646000,Dredger,Hopper Dredger
341607000,Dredger,Hopper Dredger
511502000,Dredger,Hopper Dredger
511933000,Dredger,Hopper Dredger
636017869,Dredger,Hopper Dredger
677072700,Dredger,Hopper Dredger
207072396,Dredger,"Inland, Maintainance Craft, Cableship, Dredger"
244650689,Dredger,"Inland, Maintainance Craft, Cableship, Dredger"
264162049,Dredger,"Inland, Maintainance Craft, Cableship, Dredger"
264162053,Dredger,"Inland, Maintainance Craft, Cableship, Dredger"
264162250,Dredger,"Inland, Maintainance Craft, Cableship, Dredger"
264162652,Dredger,"Inland, Maintainance Craft, Cableship, Dredger"
264162737,Dredger,"Inland, Maintainance Craft, Cableship, Dredger"
264162933,Dredger,"Inland, Maintainance Craft, Cableship, Dredger"
264163415,Dredger,"Inland, Maintainance Craft, Cableship, Dredger"
229000648,Dredger,Motor Hopper
256268000,Dredger,Motor Hopper
271045326,Dredger,Motor Hopper
264162458,Dredger,Research/Survey Vessel
271002064,Dredger,Research/Survey Vessel
271008504,Dredger,Research/Survey Vessel
212212000,Dredger,Suction Dredger
246472000,Dredger,Suction Dredger
273383070,Dredger,Suction Dredger
312678000,Dredger,Suction Dredger
341815000,Dredger,Suction Dredger
461000141,Fishing,Fishing Vessel
271072997,Fishing,Fishing Vessel
273434790,Fishing,Fishing Vessel
273435310,Fishing,Fishing Vessel
256000552,Fishing,Fishing Vessel
207293000,Fishing,Fishing Vessel
207326000,Fishing,Fishing Vessel
207822280,Fishing,Fishing Vessel
207822340,Fishing,Fishing Vessel
207822460,Fishing,Fishing Vessel
207822530,Fishing,Fishing Vessel
207822570,Fishing,Fishing Vessel
207822580,Fishing,Fishing Vessel
207822620,Fishing,Fishing Vessel
207822650,Fishing,Fishing Vessel
207822820,Fishing,Fishing Vessel
207823230,Fishing,Fishing Vessel
207824760,Fishing,Fishing Vessel
207824840,Fishing,Fishing Vessel
207826760,Fishing,Fishing Vessel
207827320,Fishing,Fishing Vessel
207827490,Fishing,Fishing Vessel
207828530,Fishing,Fishing Vessel
207828770,Fishing,Fishing Vessel
207828790,Fishing,Fishing Vessel
207828930,Fishing,Fishing Vessel
207828940,Fishing,Fishing Vessel
207829280,Fishing,Fishing Vessel
207829290,Fishing,Fishing Vessel
207829370,Fishing,Fishing Vessel
207829440,Fishing,Fishing Vessel
207829660,Fishing,Fishing Vessel
207829750,Fishing,Fishing Vessel
207829830,Fishing,Fishing Vessel
207832280,Fishing,Fishing Vessel
207832570,Fishing,Fishing Vessel
207832770,Fishing,Fishing Vessel
207833980,Fishing,Fishing Vessel
207835220,Fishing,Fishing Vessel
210380000,Fishing,Fishing Vessel
213432000,Fishing,Fishing Vessel
213972000,Fishing,Fishing Vessel
215000330,Fishing,Fishing Vessel
215000910,Fishing,Fishing Vessel
229000154,Fishing,Fishing Vessel
229000556,Fishing,Fishing Vessel
229000557,Fishing,Fishing Vessel
231345867,Fishing,Fishing Vessel
237402000,Fishing,Fishing Vessel
239117000,Fishing,Fishing Vessel
239506000,Fishing,Fishing Vessel
247041390,Fishing,Fishing Vessel
247050480,Fishing,Fishing Vessel
247050970,Fishing,Fishing Vessel
247052760,Fishing,Fishing Vessel
247061710,Fishing,Fishing Vessel
247070830,Fishing,Fishing Vessel
247080670,Fishing,Fishing Vessel
247081980,Fishing,Fishing Vessel
247100390,Fishing,Fishing Vessel
247108700,Fishing,Fishing Vessel
247121440,Fishing,Fishing Vessel
247140040,Fishing,Fishing Vessel
247140180,Fishing,Fishing Vessel
247140610,Fishing,Fishing Vessel
247140790,Fishing,Fishing Vessel
247140830,Fishing,Fishing Vessel
247140990,Fishing,Fishing Vessel
247142020,Fishing,Fishing Vessel
247142160,Fishing,Fishing Vessel
247142340,Fishing,Fishing Vessel
247142580,Fishing,Fishing Vessel
247142610,Fishing,Fishing Vessel
247142940,Fishing,Fishing Vessel
247143120,Fishing,Fishing Vessel
247143470,Fishing,Fishing Vessel
247144230,Fishing,Fishing Vessel
247144390,Fishing,Fishing Vessel
247144750,Fishing,Fishing Vessel
247144760,Fishing,Fishing Vessel
247144870,Fishing,Fishing Vessel
247145030,Fishing,Fishing Vessel
247145230,Fishing,Fishing Vessel
247145460,Fishing,Fishing Vessel
247145580,Fishing,Fishing Vessel
247145790,Fishing,Fishing Vessel
247146120,Fishing,Fishing Vessel
247146410,Fishing,Fishing Vessel
247146420,Fishing,Fishing Vessel
247146630,Fishing,Fishing Vessel
247147120,Fishing,Fishing Vessel
247147720,Fishing,Fishing Vessel
247148210,Fishing,Fishing Vessel
247149330,Fishing,Fishing Vessel
247149480,Fishing,Fishing Vessel
247149670,Fishing,Fishing Vessel
247151020,Fishing,Fishing Vessel
247160430,Fishing,Fishing Vessel
247300130,Fishing,Fishing Vessel
247300250,Fishing,Fishing Vessel
247300350,Fishing,Fishing Vessel
247300570,Fishing,Fishing Vessel
247300760,Fishing,Fishing Vessel
247300850,Fishing,Fishing Vessel
247300930,Fishing,Fishing Vessel
247301090,Fishing,Fishing Vessel
247301700,Fishing,Fishing Vessel
247302720,Fishing,Fishing Vessel
247304660,Fishing,Fishing Vessel
247304980,Fishing,Fishing Vessel
247305480,Fishing,Fishing Vessel
248000150,Fishing,Fishing Vessel
249000150,Fishing,Fishing Vessel
249000899,Fishing,Fishing Vessel
249000920,Fishing,Fishing Vessel
249000934,Fishing,Fishing Vessel
249000960,Fishing,Fishing Vessel
256000512,Fishing,Fishing Vessel
256000513,Fishing,Fishing Vessel
256000534,Fishing,Fishing Vessel
256000538,Fishing,Fishing Vessel
256000675,Fishing,Fishing Vessel
256000697,Fishing,Fishing Vessel
257015740,Fishing,Fishing Vessel
264163331,Fishing,Fishing Vessel
264900299,Fishing,Fishing Vessel
271010856,Fishing,Fishing Vessel
271040047,Fishing,Fishing Vessel
271044458,Fishing,Fishing Vessel
271044608,Fishing,Fishing Vessel
271056004,Fishing,Fishing Vessel
271056012,Fishing,Fishing Vessel
271056025,Fishing,Fishing Vessel
271056029,Fishing,Fishing Vessel
271056030,Fishing,Fishing Vessel
271056035,Fishing,Fishing Vessel
271056036,Fishing,Fishing Vessel
271056039,Fishing,Fishing Vessel
271056045,Fishing,Fishing Vessel
271056047,Fishing,Fishing Vessel
271056049,Fishing,Fishing Vessel
271056063,Fishing,Fishing Vessel
271056066,Fishing,Fishing Vessel
271056068,Fishing,Fishing Vessel
271062022,Fishing,Fishing Vessel
271062023,Fishing,Fishing Vessel
271062025,Fishing,Fishing Vessel
271062029,Fishing,Fishing Vessel
271062032,Fishing,Fishing Vessel
271062033,Fishing,Fishing Vessel
271062034,Fishing,Fishing Vessel
271062035,Fishing,Fishing Vessel
271062036,Fishing,Fishing Vessel
271062037,Fishing,Fishing Vessel
271062040,Fishing,Fishing Vessel
271062046,Fishing,Fishing Vessel
271062049,Fishing,Fishing Vessel
271062052,Fishing,Fishing Vessel
271062055,Fishing,Fishing Vessel
271062058,Fishing,Fishing Vessel
271062063,Fishing,Fishing Vessel
271062066,Fishing,Fishing Vessel
271062070,Fishing,Fishing Vessel
271062074,Fishing,Fishing Vessel
271062084,Fishing,Fishing Vessel
271062089,Fishing,Fishing Vessel
271062095,Fishing,Fishing Vessel
271062097,Fishing,Fishing Vessel
271062098,Fishing,Fishing Vessel
271062099,Fishing,Fishing Vessel
271062105,Fishing,Fishing Vessel
271062106,Fishing,Fishing Vessel
271062111,Fishing,Fishing Vessel
271062112,Fishing,Fishing Vessel
271062114,Fishing,Fishing Vessel
271062116,Fishing,Fishing Vessel
271062119,Fishing,Fishing Vessel
271062121,Fishing,Fishing Vessel
271062130,Fishing,Fishing Vessel
271062131,Fishing,Fishing Vessel
271062132,Fishing,Fishing Vessel
271062138,Fishing,Fishing Vessel
271062148,Fishing,Fishing Vessel
271069011,Fishing,Fishing Vessel
271069022,Fishing,Fishing Vessel
271069044,Fishing,Fishing Vessel
271072029,Fishing,Fishing Vessel
271072030,Fishing,Fishing Vessel
271072034,Fishing,Fishing Vessel
271072046,Fishing,Fishing Vessel
271072056,Fishing,Fishing Vessel
271072062,Fishing,Fishing Vessel
271072068,Fishing,Fishing Vessel
271072077,Fishing,Fishing Vessel
271072079,Fishing,Fishing Vessel
271072087,Fishing,Fishing Vessel
271072088,Fishing,Fishing Vessel
271072091,Fishing,Fishing Vessel
271072097,Fishing,Fishing Vessel
271072098,Fishing,Fishing Vessel
271072103,Fishing,Fishing Vessel
271072106,Fishing,Fishing Vessel
271072114,Fishing,Fishing Vessel
271072123,Fishing,Fishing Vessel
271072127,Fishing,Fishing Vessel
271072131,Fishing,Fishing Vessel
271072134,Fishing,Fishing Vessel
271072137,Fishing,Fishing Vessel
271072146,Fishing,Fishing Vessel
271072155,Fishing,Fishing Vessel
271072164,Fishing,Fishing Vessel
271072184,Fishing,Fishing Vessel
271072207,Fishing,Fishing Vessel
271072208,Fishing,Fishing Vessel
271072211,Fishing,Fishing Vessel
271072212,Fishing,Fishing Vessel
271072214,Fishing,Fishing Vessel
271072217,Fishing,Fishing Vessel
271072228,Fishing,Fishing Vessel
271072229,Fishing,Fishing Vessel
271072241,Fishing,Fishing Vessel
271072254,Fishing,Fishing Vessel
271072266,Fishing,Fishing Vessel
271072272,Fishing,Fishing Vessel
271072280,Fishing,Fishing Vessel
271072283,Fishing,Fishing Vessel
271072285,Fishing,Fishing Vessel
271072290,Fishing,Fishing Vessel
271072304,Fishing,Fishing Vessel
271072321,Fishing,Fishing Vessel
271072325,Fishing,Fishing Vessel
271072327,Fishing,Fishing Vessel
271072334,Fishing,Fishing Vessel
271072335,Fishing,Fishing Vessel
271072345,Fishing,Fishing Vessel
271072346,Fishing,Fishing Vessel
271072347,Fishing,Fishing Vessel
271072366,Fishing,Fishing Vessel
271072367,Fishing,Fishing Vessel
271072382,Fishing,Fishing Vessel
271072400,Fishing,Fishing Vessel
271072409,Fishing,Fishing Vessel
271072415,Fishing,Fishing Vessel
271072418,Fishing,Fishing Vessel
271072420,Fishing,Fishing Vessel
271072425,Fishing,Fishing Vessel
271072444,Fishing,Fishing Vessel
271072454,Fishing,Fishing Vessel
271072459,Fishing,Fishing Vessel
271072495,Fishing,Fishing Vessel
271072560,Fishing,Fishing Vessel
271072580,Fishing,Fishing Vessel
271072601,Fishing,Fishing Vessel
271072616,Fishing,Fishing Vessel
271072644,Fishing,Fishing Vessel
271072689,Fishing,Fishing Vessel
271072729,Fishing,Fishing Vessel
271072755,Fishing,Fishing Vessel
271072756,Fishing,Fishing Vessel
271072808,Fishing,Fishing Vessel
271072845,Fishing,Fishing Vessel
271072850,Fishing,Fishing Vessel
271072870,Fishing,Fishing Vessel
271072886,Fishing,Fishing Vessel
271072918,Fishing,Fishing Vessel
271072921,Fishing,Fishing Vessel
271072946,Fishing,Fishing Vessel
271072974,Fishing,Fishing Vessel
271072998,Fishing,Fishing Vessel
271073023,Fishing,Fishing Vessel
271073026,Fishing,Fishing Vessel
271073065,Fishing,Fishing Vessel
271073073,Fishing,Fishing Vessel
271073091,Fishing,Fishing Vessel
271073109,Fishing,Fishing Vessel
271073113,Fishing,Fishing Vessel
271073117,Fishing,Fishing Vessel
271073127,Fishing,Fishing Vessel
271073160,Fishing,Fishing Vessel
271073167,Fishing,Fishing Vessel
271073172,Fishing,Fishing Vessel
271073175,Fishing,Fishing Vessel
271073180,Fishing,Fishing Vessel
271073187,Fishing,Fishing Vessel
271073207,Fishing,Fishing Vessel
271073218,Fishing,Fishing Vessel
271073224,Fishing,Fishing Vessel
271073238,Fishing,Fishing Vessel
271073244,Fishing,Fishing Vessel
271073246,Fishing,Fishing Vessel
271073249,Fishing,Fishing Vessel
271073261,Fishing,Fishing Vessel
271073262,Fishing,Fishing Vessel
271073277,Fishing,Fishing Vessel
271073278,Fishing,Fishing Vessel
271073281,Fishing,Fishing Vessel
271073290,Fishing,Fishing Vessel
271073295,Fishing,Fishing Vessel
271073298,Fishing,Fishing Vessel
271073305,Fishing,Fishing Vessel
271073317,Fishing,Fishing Vessel
271073319,Fishing,Fishing Vessel
271073321,Fishing,Fishing Vessel
271073367,Fishing,Fishing Vessel
271073393,Fishing,Fishing Vessel
271073409,Fishing,Fishing Vessel
271073435,Fishing,Fishing Vessel
271073454,Fishing,Fishing Vessel
271073486,Fishing,Fishing Vessel
271073491,Fishing,Fishing Vessel
271073580,Fishing,Fishing Vessel
271073592,Fishing,Fishing Vessel
273374030,Fishing,Fishing Vessel
273375030,Fishing,Fishing Vessel
273375430,Fishing,Fishing Vessel
273381470,Fishing,Fishing Vessel
273413030,Fishing,Fishing Vessel
312288000,Fishing,Fishing Vessel
373794000,Fishing,Fishing Vessel
412440514,Fishing,Fishing Vessel
511100208,Fishing,Fishing Vessel
548896000,Fishing,Fishing Vessel
672076000,Fishing,Fishing Vessel
672585000,Fishing,Fishing Vessel
518100296,Fishing,Fishing Vessel
213414000,Fishing,Fishing Vessel
213501000,Fishing,Fishing Vessel
213517000,Fishing,Fishing Vessel
213948000,Fishing,Fishing Vessel
237470000,Fishing,Fishing Vessel
237482000,Fishing,Fishing Vessel
237644000,Fishing,Fishing Vessel
247142880,Fishing,Fishing Vessel
247147270,Fishing,Fishing Vessel
247147590,Fishing,Fishing Vessel
247152010,Fishing,Fishing Vessel
248000728,Fishing,Fishing Vessel
248040000,Fishing,Fishing Vessel
257676000,Fishing,Fishing Vessel
257700000,Fishing,Fishing Vessel
257788000,Fishing,Fishing Vessel
271056072,Fishing,Fishing Vessel
271062000,Fishing,Fishing Vessel
271072061,Fishing,Fishing Vessel
271072165,Fishing,Fishing Vessel
271072176,Fishing,Fishing Vessel
271072237,Fishing,Fishing Vessel
271072608,Fishing,Fishing Vessel
271072849,Fishing,Fishing Vessel
271072851,Fishing,Fishing Vessel
271072852,Fishing,Fishing Vessel
271072969,Fishing,Fishing Vessel
271073171,Fishing,Fishing Vessel
271073205,Fishing,Fishing Vessel
271073237,Fishing,Fishing Vessel
271073369,Fishing,Fishing Vessel
271073392,Fishing,Fishing Vessel
271073476,Fishing,Fishing Vessel
273346480,Fishing,Fishing Vessel
273373840,Fishing,Fishing Vessel
273427030,Fishing,Fishing Vessel
273427820,Fishing,Fishing Vessel
273452640,Fishing,Fishing Vessel
577166000,Fishing,Fishing Vessel
642122113,Fishing,Fishing Vessel
642711150,Fishing,Fishing Vessel
665111132,Fishing,Fishing Vessel
672508000,Fishing,Fishing Vessel
244828000,Fishing,Fishing Vessel
370601000,Fishing,Fishing Vessel
264900113,Fishing,Fishing Vessel
207421000,Fishing,Fishing Vessel
247062310,Fishing,Fishing Vessel
247140450,Fishing,Fishing Vessel
247146240,Fishing,Fishing Vessel
271069004,Fishing,Fishing Vessel
273438740,Fishing,Fishing Vessel
213180000,Fishing,Fishing Vessel
242958300,Fishing,Fishing Vessel
271073287,Fishing,Fishing Vessel
207420000,Fishing,Trawler
207422000,Fishing,Trawler
207424000,Fishing,Trawler
207426000,Fishing,Trawler
207428000,Fishing,Trawler
207822670,Fishing,Trawler
213949000,Fishing,Trawler
219337000,Fishing,Trawler
237698000,Fishing,Trawler
247139500,Fishing,Trawler
247142770,Fishing,Trawler
247142920,Fishing,Trawler
249000102,Fishing,Trawler
264900119,Fishing,Trawler
271069045,Fishing,Trawler
273370470,Fishing,Trawler
273371740,Fishing,Trawler
273372740,Fishing,Trawler
273373740,Fishing,Trawler
273374230,Fishing,Trawler
273374740,Fishing,Trawler
273375740,Fishing,Trawler
273376640,Fishing,Trawler
273376740,Fishing,Trawler
273377720,Fishing,Trawler
613003580,Fishing,Trawler
632001013,Fishing,Trawler
207833430,High Speed Craft,High Speed Craft
209074000,High Speed Craft,High Speed Craft
209349000,High Speed Craft,High Speed Craft
209395000,High Speed Craft,High Speed Craft
210571000,High Speed Craft,High Speed Craft
215834000,High Speed Craft,High Speed Craft
215883000,High Speed Craft,High Speed Craft
229112000,High Speed Craft,High Speed Craft
229113000,High Speed Craft,High Speed Craft
237006600,High Speed Craft,High Speed Craft
237023600,High Speed Craft,High Speed Craft
237024500,High Speed Craft,High Speed Craft
237836900,High Speed Craft,High Speed Craft
239658000,High Speed Craft,High Speed Craft
240139500,High Speed Craft,High Speed Craft
240313300,High Speed Craft,High Speed Craft
240317000,High Speed Craft,High Speed Craft
240931000,High Speed Craft,High Speed Craft
240932000,High Speed Craft,High Speed Craft
241420000,High Speed Craft,High Speed Craft
241678000,High Speed Craft,High Speed Craft
247169200,High Speed Craft,High Speed Craft
248015000,High Speed Craft,High Speed Craft
249063000,High Speed Craft,High Speed Craft
249898000,High Speed Craft,High Speed Craft
271000538,High Speed Craft,High Speed Craft
271000733,High Speed Craft,High Speed Craft
271000906,High Speed Craft,High Speed Craft
271000907,High Speed Craft,High Speed Craft
271002307,High Speed Craft,High Speed Craft
271002308,High Speed Craft,High Speed Craft
271002310,High Speed Craft,High Speed Craft
271002316,High Speed Craft,High Speed Craft
271002326,High Speed Craft,High Speed Craft
271002328,High Speed Craft,High Speed Craft
271002342,High Speed Craft,High Speed Craft
271002381,High Speed Craft,High Speed Craft
271002383,High Speed Craft,High Speed Craft
271002466,High Speed Craft,High Speed Craft
271002467,High Speed Craft,High Speed Craft
271002468,High Speed Craft,High Speed Craft
271002469,High Speed Craft,High Speed Craft
271002470,High Speed Craft,High Speed Craft
271002471,High Speed Craft,High Speed Craft
271002472,High Speed Craft,High Speed Craft
271002473,High Speed Craft,High Speed Craft
271002474,High Speed Craft,High Speed Craft
271002475,High Speed Craft,High Speed Craft
271002476,High Speed Craft,High Speed Craft
271002477,High Speed Craft,High Speed Craft
271002478,High Speed Craft,High Speed Craft
271042657,High Speed Craft,High Speed Craft
271042659,High Speed Craft,High Speed Craft
271043402,High Speed Craft,High Speed Craft
273457310,High Speed Craft,High Speed Craft
273459210,High Speed Craft,High Speed Craft
577300000,High Speed Craft,High Speed Craft
207451100,Law Enforce,Law Enforce
207451400,Law Enforce,Law Enforce
207453100,Law Enforce,Law Enforce
207453400,Law Enforce,Law Enforce
247155500,Law Enforce,Law Enforce
264900148,Law Enforce,Law Enforce
264900160,Law Enforce,Law Enforce
264900161,Law Enforce,Law Enforce
264900162,Law Enforce,Law Enforce
264900165,Law Enforce,Law Enforce
264900172,Law Enforce,Law Enforce
264900174,Law Enforce,Law Enforce
264900176,Law Enforce,Law Enforce
264900180,Law Enforce,Law Enforce
264900181,Law Enforce,Law Enforce
271030017,Law Enforce,Law Enforce
271030064,Law Enforce,Law Enforce
271030076,Law Enforce,Law Enforce
271030078,Law Enforce,Law Enforce
271030079,Law Enforce,Law Enforce
271030089,Law Enforce,Law Enforce
271030095,Law Enforce,Law Enforce
271030098,Law Enforce,Law Enforce
271030131,Law Enforce,Law Enforce
271030133,Law Enforce,Law Enforce
271030145,Law Enforce,Law Enforce
273249810,Law Enforce,Law Enforce
273541310,Law Enforce,Law Enforce
207501000,Military Ops,Military Ops
207523000,Military Ops,Military Ops
211930000,Military Ops,Military Ops
214182689,Military Ops,Military Ops
224139770,Military Ops,Military Ops
232003590,Military Ops,Military Ops
238932240,Military Ops,Military Ops
264800054,Military Ops,Military Ops
264800076,Military Ops,Military Ops
264800077,Military Ops,Military Ops
264800085,Military Ops,Military Ops
264800090,Military Ops,Military Ops
264900264,Military Ops,Military Ops
271030085,Military Ops,Military Ops
271035133,Military Ops,Military Ops
271035214,Military Ops,Military Ops
273540140,Military Ops,Military Ops
273542810,Military Ops,Military Ops
466559440,Military Ops,Military Ops
273343130,Other,Crane Ship
273352440,Other,Crane Ship
264900192,Other,Crane Ship
273332110,Other,Crane Ship
273354960,Other,Crane Ship
273355700,Other,Crane Ship
273371570,Other,Crane Ship
273435170,Other,Crane Ship
273448330,Other,Crane Ship
312971000,Other,Crane Ship
564200000,Other,Crane Ship
211158980,Passenger,"Inland, Cruise Ship"
211216820,Passenger,"Inland, Cruise Ship"
211449050,Passenger,"Inland, Cruise Ship"
211593740,Passenger,"Inland, Cruise Ship"
211603060,Passenger,"Inland, Cruise Ship"
227023430,Passenger,"Inland, Cruise Ship"
227720520,Passenger,"Inland, Cruise Ship"
269057231,Passenger,"Inland, Cruise Ship"
269057275,Passenger,"Inland, Cruise Ship"
269057664,Passenger,"Inland, Cruise Ship"
264162069,Passenger,"Inland, Ferry"
264162101,Passenger,"Inland, Ferry"
264162217,Passenger,"Inland, Ferry"
264162293,Passenger,"Inland, Ferry"
264162304,Passenger,"Inland, Ferry"
264162305,Passenger,"Inland, Ferry"
